,0
0,74.84524120000016
1,206.52450200000024
2,131.10001480000068
3,237.62401999999992
4,220.47567519999973
5,91.91768480000036
6,1061.8005291999966
7,206.0251520000002
8,118.48177320000052
9,206.72424200000023
10,255.20113999999987
11,138.82329480000058
12,129.07864600000056
13,124.96267040000059
14,196.87839160000019
15,115.03958720000041
16,79.03578640000022
17,1024.073637999998
18,219.5888296000001
19,130.18121080000063
20,220.62081959999966
21,612.3429179999999
22,76.32198560000015
23,74.83592000000014
24,645.1602000000007
25,71.90640000000009
26,699.4934748000004
27,125.1783896000005
28,74.63618000000014
29,667.6948668000009
30,75.188794
31,1021.9550623999992
32,873.4843256000007
33,220.89779239999996
34,242.80927039999992
35,201.4670852000002
36,198.61479799999978
37,73.24598960000007
38,230.6690731999998
39,219.5888296000001
40,873.4843256000007
41,91.75123480000016
42,230.6690731999998
43,985.7808167999984
44,74.31393280000009
45,210.14112759999946
46,129.2450960000006
47,685.200080400001
48,615.8197255999999
49,106.40948760000026
50,113.38574000000017
51,208.30884599999953
52,217.1986076000001
53,266.4185384000002
54,220.89779239999996
55,80.39135520000019
56,216.88701319999987
57,206.3194355999996
58,120.80408360000047
59,70.57480000000008
60,669.2341964000011
61,206.52450200000024
62,219.5888296000001
63,249.83745520000008
64,132.6553236000006
65,219.6940260000003
66,250.0838012000002
67,73.42309239999989
68,209.66441480000037
69,72.15540920000008
70,75.64819600000013
71,206.0251520000002
72,997.5694715999983
73,76.44582440000005
74,72.15540920000008
75,69.7518712000001
76,127.33691320000055
77,124.9253856000004
78,128.60193320000053
79,199.48566440000022
80,699.7411524000003
81,941.3852727999978
82,80.50320960000023
83,216.88701319999987
84,211.09588480000028
85,656.1712004000007
86,75.20876800000016
87,99.71553440000059
88,132.38900360000068
89,119.83201560000052
90,72.17272000000007
91,208.02388360000015
92,198.67738320000012
93,1075.2829791999977
94,209.6790624000003
95,74.63618000000014
96,237.62401999999992
97,997.5694715999983
98,70.03017560000009
99,209.6790624000003
100,1021.9550623999992
101,258.3064312
102,200.69342560000024
103,72.87713640000018
104,127.74438280000052
105,201.63087199999958
106,128.91885400000052
107,73.47103000000018
108,178.06821000000022
109,988.7449583999985
110,94.95106960000034
111,124.72165080000046
112,131.87367440000065
113,215.11864839999976
114,610.9181060000001
115,208.06116840000024
116,117.84526840000031
117,195.41363160000017
118,661.3271556000008
119,71.8158512000001
120,206.0251520000002
121,230.6690731999998
122,683.4397052000005
123,123.19297400000048
124,1064.4823715999976
125,203.84132800000006
126,72.99165400000008
127,1064.4823715999976
128,1009.0025891999989
129,198.3218460000002
130,996.9888939999986
131,218.68201000000005
132,699.4934748000004
133,73.24598960000007
134,127.74438280000052
135,129.80303640000048
136,940.9285339999979
137,128.58062760000055
138,128.91885400000052
139,211.62319839999947
140,72.6947072000001
141,112.89171640000046
142,73.72669720000012
143,699.4934748000004
144,661.3271556000008
145,76.79736680000009
146,699.4934748000004
147,217.97759359999964
148,216.5953928000001
149,219.5888296000001
150,74.84524120000016
151,94.44373000000034
152,124.09180400000066
153,696.4347896000008
154,976.6873204000003
155,215.64196719999964
156,996.9888939999986
157,124.96267040000059
158,72.07018680000009
159,126.50066840000044
160,241.35782640000005
161,612.3429179999999
162,218.68201000000005
163,93.68072320000034
164,77.98781720000015
165,131.44489920000066
166,203.84132800000006
167,136.8778272000005
168,71.54553640000009
169,76.49376200000009
170,99.96454360000058
171,209.8788024
172,132.80845760000074
173,114.50428400000052
174,244.00238399999975
175,904.2469487999992
176,206.7215787999996
177,205.1715963999996
178,203.84132800000006
179,205.6309984000001
180,656.1712004000007
181,1083.407070799998
182,671.5924600000006
183,230.6690731999998
184,132.21855880000066
185,75.64819600000013
186,570.6332111999998
187,202.6468828000004
188,77.1635568000001
189,585.6403432
190,93.68072320000034
191,940.9285339999979
192,124.53389520000044
193,77.96651160000019
194,554.8217928000003
195,219.5888296000001
196,132.44226760000052
197,283.83586639999993
198,93.68072320000034
199,78.19155199999992
200,225.19353399999977
201,70.35242280000007
202,237.62401999999992
203,95.8618840000001
204,904.2469487999992
205,75.81864080000017
206,95.11885120000035
207,198.48962760000018
208,681.6074236000004
209,73.86518360000017
210,219.9483615999996
211,129.6312600000006
212,1021.9550623999992
213,256.9082511999999
214,227.11503279999985
215,207.82014880000023
216,75.41250280000017
217,194.9888512
218,88.33168599999999
219,75.05829720000013
220,77.1635568000001
221,216.51682839999984
222,73.03692840000016
223,680.3690356000009
224,72.15540920000008
225,597.4130188000003
226,1075.3828491999968
227,125.83753160000052
228,127.33691320000055
229,198.48962760000018
230,227.11503279999985
231,139.14820520000063
232,604.6223012
233,70.25921080000008
234,73.03692840000016
235,74.45375080000017
236,222.5915876000004
237,75.05829720000013
238,76.75741880000012
239,218.63540400000045
240,94.95106960000034
241,207.82014880000023
242,119.10895680000053
243,206.72424200000023
244,71.90640000000009
245,224.74611640000015
246,199.48566440000022
247,75.64819600000013
248,101.10039840000003
249,283.83586639999993
250,91.75922440000036
251,130.18121080000063
252,124.78290440000039
253,237.62401999999992
254,277.5547091999996
255,685.200080400001
256,605.6716020000002
257,205.26480840000008
258,78.70554960000017
259,195.06342080000024
260,224.09363240000047
261,75.64819600000013
262,976.2691979999964
263,206.21690239999973
264,77.96651160000019
265,75.05829720000013
266,1318.872567200002
267,216.5953928000001
268,127.33691320000055
269,247.56840879999956
270,237.62401999999992
271,72.15540920000008
272,216.46090119999968
273,206.37536280000015
